,brand,jenis
4804,AM-500 500 SC,Herbisida
4805,UNINAP 20/60 WG,Insektisida
4806,OMNI-JOS 720 SL,Herbisida
4807,SINTARO 75 EC,Insektisida
4808,PROMOUP 488 SL,Herbisida
4809,SAFE GOLD 63/12 WP,Fungisida
4810,MURTOX 520 SC,Fungisida
4811,MUSUKEONG 250 EC,Moluskisida
4812,GLIFOMIN 300/100 SL,Herbisida
4813,VIARON 80 WP,Herbisida
4814,VAPE PLUS 1.8 AE,Pestisida Rumah Tangga
4815,RATOL 80 P*,Rodentisida
4816,NATRIUM BISPIRIBAK 96 TC,Herbisida
4817,AGIL 100 EC,Herbisida
4818,TRIANA 100 EC,Insektisida
4819,RAMPART 25 WP,Fungisida
4820,FORMAIZE 75 WG,Herbisida
4821,CHLORFENAPYR 95 TC,Insektisida
4822,TOXIPUT 5 GR,Moluskisida
4823,PROFENOFOS 90 TC,Insektisida
4824,HIT 0.025 MC,Pestisida Rumah Tangga
4825,"HOOWLA 5,7 SG",Insektisida
4826,AMORA 150 SL,Herbisida
4827,GENIVAL 250 EC,Insektisida
4828,Soffell 13 LT,Repelen
4829,PERMETHRIN 92 TC,Insektisida
4830,CORPOCON 160 SL  ,Herbisida
4831,HIT 24 MV,Pestisida Rumah Tangga
4832,METHA 40 SP,Insektisida
4833,MAHAVIR 70 EC,Insektisida
4834,JUNO 16 GG,Herbisida
4835,ALPHATECH NEO 245 SL,Herbisida
4836,PILARWIN 112/168 ZC,Fungisida
4837,DIMETHOATE 96 TC,Insektisida
4838,VELENO 200/20/40 OD,Herbisida
4839,RIOMAX 300 EC,Fungisida
4840,ACEP 722 SL,Fungisida
4841,APRISID 25 WP,Insektisida
4842,WALANG 50 EC,Insektisida
4843,FIRMENTO 550/60 EC,Insektisida
4844,GRAVITAS 200 SL,Herbisida
4845,GLIDO 200/18 EC,Insektisida
4846,NOMOS 0.555 AE,Pestisida Rumah Tangga
4847,Seedsong 350 FS,Insektisida
4848,CADILAC 80 WP,Fungisida
4849,HIT 0.05 GL,Pestisida Rumah Tangga
4850,ROLLUP 480 SL,Herbisida
4851,"Baygon 0,01 MC",Pestisida Rumah Tangga
4852,BIGTOX 0.25 MC,Pestisida Rumah Tangga
4853,REFILLUP 130 SL,Herbisida
4854,AMONIUM GLUFOSINAT 95 TC,Herbisida
4855,RAINCOZEB 80 WP,Fungisida
4856,SCUD 100 EW,Insektisida
4857,"KEMUT 0,03 GR",Pestisida Rumah Tangga
4858,KAIROMIX L,Atraktan / Feromon
4859,AKRON 500 EC,Insektisida
4860,FORMAT 360/120 SL,Herbisida
4861,Soffell 13 LT,Repelen
4862,CAPTIVE 35 SD,Fungisida
4863,Chlorpyrifos 97% TC.,Insektisida
4864,BADIK 18 EC,Insektisida
4865,DN-80 80 WP,Herbisida
4866,COUNTER 50/1.8 SP,Insektisida
4867,SUMIALPHA 25 EC,Insektisida
4868,PARTNER 240 SL,Herbisida
4869,RENGTOP 50/150 SC ,Insektisida
4870,SATYAMAX 299 SL,Herbisida
4871,ZADE 63/12 WP,Fungisida
4872,ZON 480 SL,Herbisida
4873,COVER 400 EC,Insektisida
4874,COBABOGOR17,Fungisida
4875,CRUMBLE CARB 150 SC,Insektisida
4876,OPTIMUS 200 SL,Herbisida
4877,PROGO 490 EC,Fungisida
4878,MAXFORCE FUSION 2.15 RB,Pestisida Pengendalian Vektor Penyakit Pada Manusia
4879,SINAZOL 15 WP,Zat Pengatur Tumbuh Tanaman
4880,BISPYRIBAC SODIUM 97 TC ,Herbisida
4881,KENDIZOL 250 EC,Fungisida
4882,TANICARB 485 EC,Insektisida
4883,HEKSA 50 SC ,Fungisida
4884,TEMECO 865 SL,Herbisida
4885,SUPREMO GOLD 490 SL,Herbisida
4886,RAMBASAN 400 SL,Herbisida
4887,BIGTOX 0.25 MC,Pestisida Rumah Tangga
4888,LINETOP 535 SL,Herbisida
4889,VAPE 0.26 AE,Pestisida Rumah Tangga
4890,SUMILEX 50 WP,Fungisida
4891,KLERAT 0.005 BB,Rodentisida
4892,DIURON 96 TC  ,Herbisida
4893,REGENT 80 WG,Insektisida
4894,DIPEL WG,Insektisida
4895,HIT GREEN 12.5 LT,Pestisida Rumah Tangga
4896,BASTA 200 SL,Herbisida
4897,BM PROMAX 75 SP,Insektisida
4898,TERRA 500 SL,Insektisida
4899,POLYSTAR 240/120 SL,Herbisida
4900,TARGET 500 SC,Fungisida
4901,GLIFO 62 TC,Herbisida
4902,SOLITO 320 Ec,Herbisida
4903,LANNATE 40 SP,Insektisida
4904,TOSECT 250/50 SC,Insektisida
4905,SANGKUR 50 EC,Insektisida
4906,SAGRI-NEB 75 WP,Fungisida
4907,PERMETHRIN 94 TK,Insektisida
4908,DOBELMECTIN 36 EC,Insektisida
4909,BRANGAS 490 SL,Herbisida
4910,RONNO 100 EC,Insektisida
4911,VILAN 50 SC,Fungisida
4912,XTERM 1 B,Bahan pengawet kayu
4913,BIOMONE,Zat Pengatur Tumbuh Tanaman
4914,Roundup Hi-Load 509 SL,Herbisida
4915,Proxel MB,Pestisida lain-lain
4916,TERANIL 90 WG,Fungisida
4917,OPTIGARD COCKROACH 0.1 RB,Pestisida Rumah Tangga
4918,ASIAFAT 75 SP,Insektisida
4919,CONVEY COMPLETE 310 SC,Herbisida
4920,PROMOZE 250 EC,Fungisida
4921,OLYSET PLUS 2 LN,Pestisida Pengendalian Vektor Penyakit Pada Manusia
4922,BRAHMASTRA 200/200 SC,Fungisida
4923,POSAT 480 SL,Herbisida
4924,DETACRON 500 EC,Insektisida
4925,CENTATHANE 80 WP,Fungisida
4926,TRIDAZEB 80 WP,Fungisida
4927,SALVADOR 25 EC,Insektisida
4928,AKUZOLE 175/75 SC,Fungisida
4929,TIMTOP 135 SL*,Herbisida
4930,ERAGON 500 SC,Insektisida
4931,EXRAN 100 EC,Herbisida
4932,PIETHES 500 SC,Insektisida
4933,FLIESAWAY 1.4 AE,Pestisida Rumah Tangga
4934,ROLIZAPYR 75 WG,Herbisida
4935,BADAI 160 SL,Herbisida
4936,BIONASA 75 WG,Herbisida
4937,MASTEROLE 240 SC,Insektisida
4938,DHARMASAN 600 EC,Insektisida
4939,OTOMIN 865 SL,Herbisida
4940,ONE PUSH VAPE 30.9 AE,Pestisida Rumah Tangga
4941,FASTAC 15 EC,Insektisida
4942,POSTON 250 SC,Zat Pengatur Tumbuh Tanaman
4943,NIKLOSAMIDA 97 TC,Moluskisida
4944,VAPE 0.05 MC,Pestisida Rumah Tangga
4945,Soffell 130 SL,Repelen
4946,PRIMA-PRO 55 SC,Insektisida
4947,WINTAG 490 SL,Herbisida
4948,NOXONE MIX 255 SL,Herbisida
4949,SHARINGAN 555 SL,Herbisida
4950,ARCODION 200 EC,Insektisida
4951,THANOS 200/100 EC,Insektisida
4952,KILL UP NEO 481 SL,Herbisida
4953,PYRINEX-C 550 EC,Insektisida
4954,Flusilazole 95 TC,Fungisida
4955,CHLORMITE 400 EC,Insektisida
4956,SRI DOBELMAX 300 EC,Fungisida
4957,WISATOX 6 GR,Moluskisida
4958,BARUNA 245 SL,Herbisida
4959,SAROMYL 35 SD,Fungisida
4960,"PROTECTSAFE 0,005 BB",Rodentisida
4961,AMTRAK 500 SC,Herbisida
4962,KOPERO 335 SC,Fungisida
4963,CAMORA 100 SL,Insektisida
4964,ALADIN 865 SL,Herbisida
4965,PLUTON 30 WG,Insektisida
4966,PENTACRON 500 EC,Insektisida
4967,AZOXA PLUS 560 SC,Fungisida
4968,GRIMASON PLUS 200/5 SL*,Herbisida
4969,FAR-RED 250 EC,Insektisida
4970,PROMOCYODAN 3 GR,Insektisida
4971,EVEROLL 76 WP,Fungisida
4972,DIMETARI 400 EC,Insektisida
4973,COYOTE 400/40 SE,Herbisida
4974,WELLNOID 60 WP,Moluskisida
4975,BIOGENT 50 SC,Insektisida
4976,VAPE 0.4 MC,Pestisida Rumah Tangga
4977,CHLOROTHALONIL 96 TC,Fungisida
4978,METSULFURON METHYL 97 TC,Herbisida
4979,BOOMINE 400 SC,Herbisida
4980,SUMITHION 500 EC,Insektisida
4981,NGETREL 480 SL,Zat Pengatur Tumbuh Tanaman
4982,DELOUSE 200 SL,Insektisida
4983,LICRON 500 EC,Insektisida
4984,DIRECT 100 EC,Bahan pengawet kayu
4985,DOWICIL™ QK-20 Antimicrobial,Pestisida lain-lain
4986,STARMYL 25 WP,Fungisida
4987,EVISET 50 SP,Insektisida
4988,INFINITO 687.5 SC,Fungisida
4989,ALDIGI 500 EC,Insektisida
4990,Ridomil Gold MZ 4/64 WG,Fungisida
4991,OPTION 350 SC,Bahan pengawet kayu
4992,MIPCIN 50 WP,Insektisida
4993,VAPE F 0.82 AE,Pestisida Rumah Tangga
4994,METRO 18 EC,Insektisida
4995,CLUTCH 25 EC,Insektisida
4996,"Mortein 0,15 MC",Pestisida Rumah Tangga
4997,MEGATOP 328 SL,Herbisida
4998,METADEX 15 GR,Moluskisida
4999,OBULUS 120 EC,Insektisida
5000,SINARMETRIN 200 EC,Insektisida
5001,MONACO 350 SC,Insektisida
5002,NEXUS 40 SP,Insektisida
5003,NEWTEX 10 PA,Zat Pengatur Tumbuh Tanaman
5004,HALEX GT 25/250/250 ZC,Herbisida
5005,BELONA 18 EC,Insektisida
5006,GRACIA 103 EC,Insektisida
5007,DROIDS 250 EC,Insektisida
5008,Barrier 5 GR,Insektisida
5009,SINOPEST 250 EC,Fungisida
5010,TILLO 500 SC,Fungisida
5011,TOPSIDA 75 WP,Fungisida
5012,PENTACOL 280/200 SC*,Herbisida
5013,Vape Mosquito Coil me,Pestisida Rumah Tangga
5014,KUJITU 400/125 EC,Fungisida
5015,BM SUCTHION 400 EC,Insektisida
5016,AGRIMIN 865 SL,Herbisida
5017,KNOCKTRIN 100 EC,Insektisida
5018,RAPIDO 30/150 EC,Insektisida
5019,BAYOGITON 500 SL,Insektisida
5020,SELEKTIF PADI 400/150 SC,Herbisida
5021,BOSTRIN 100 EC,Insektisida
5022,ASOKA 50/20 EC,Insektisida
5023,PROCURE 20 WP,Fungisida
5024,HIT 0.43 AE,Pestisida Rumah Tangga
5025,DACONIL PLUS 60/20 WP ,Fungisida
5026,PREVICUR-N 722 SL,Fungisida
5027,PYROXA 250 SC,Fungisida
5028,SUGOI 500/50 EC,Insektisida
5029,ABACROSS 50 EC,Insektisida
5030,SPECTRONE 250/200 EC,Insektisida
5031,TANZEB 80 WP,Fungisida
5032,METHA 400 EC,Insektisida
5033,BESROMIL 35 WP,Fungisida
5034,KLORELLE 585 EC,Insektisida
5035,ALTOSID 1.8 BR,Insektisida
5036,SAGRI-ZEB 85 WP,Fungisida
5037,SHIVER 25 WP,Insektisida
5038,NUFOSAT 480 SL,Herbisida
5039,CHALENGER 276 SL,Herbisida
5040,CISBAN 500 EC,Insektisida
5041,MEDISOFT 13 LT,Repelen
5042,MESOTRIONE 95 TC,Herbisida
5043,SECLIRA HOME 40 SG,Pestisida Pengendalian Vektor Penyakit Pada Manusia
5044,RELIEFNET 0.18 LLIN,Pestisida Pengendalian Vektor Penyakit Pada Manusia
5045,Rowsong 14/56 WG,Fungisida
5046,"TALSTAR 0,2 GR",Insektisida
5047,KENISA 280 SC ,Fungisida
5048,KRONOS 250 EC,Herbisida
5049,INDOTRIN 250 EC 250 EC,Insektisida
5050,CYMOXANIL 98 TC,Fungisida
5051,DUACIS 50 EC,Insektisida
5052,LANDEP 450 SL,Insektisida
5053,ATRAZINE 95 TC,Herbisida
5054,"TIGARODA 0,25 MC",Pestisida Rumah Tangga
5055,MIPC 95 TC,Insektisida
5056,EMAPLUS 50 EC,Insektisida
5057,AMANI 400 EC,Bahan pengawet kayu
5058,AGMECTIN 20 EC,Insektisida
5059,FULLERTON 40 SP,Insektisida
5060,DEXXONE 138 SL,Herbisida
5061,SEETOP 525 SL,Herbisida
5062,RAJAXONE 276 SL,Herbisida
5063,KLORFENAPIR 98 TC,Insektisida
5064,PRIMA-DUA 222 SL,Herbisida
5065,THREEMIX 550/100 EC,Insektisida
5066,RESTACK WP,Insektisida
5067,MIRAZ 200 EC,Akarisida
5068,BIOX AM492,Fungisida
5069,DIMECTIN 18 EC,Insektisida
5070,ADOCA 150 SC,Insektisida
5071,NOTCH 90 SL,Herbisida
5072,BM METAZOL 125 SC,Fungisida
5073,PRIAXOR 500 SC,Fungisida
5074,SAMADOR 30 EC,Pestisida Pengendalian Vektor Penyakit Pada Manusia
5075,GRANDALLY 25 WP,Herbisida
5076,METHOX 42 SP,Insektisida
5077,"WHIMAS 0,1 RB",Pestisida Rumah Tangga
5078,PUNGGAWA 50 SC,Insektisida
5079,PENDIMETHALIN 95 TC,Herbisida
5080,PARAQUAT 42 TC,Herbisida
5081,FENPROZOLE 500 EC,Fungisida
5082,HIT EXPERT 0.109 FU,Pestisida Rumah Tangga
5083,HIT 1.76 AL (WB),Pestisida Rumah Tangga
5084,REVUS OPTI 440 SC,Fungisida
5085,IMIDAPLUS 200 SL,Insektisida
5086,MAXXONE 276 SL*,Herbisida
5087,BARRIER GOLD 6 GR,Insektisida
5088,DELSTAR MARINA 500 EC,Insektisida
5089,HANFOS 600 EC,Insektisida
5090,TIEZENE 80 WP,Fungisida
5091,ERKATRIL 0.0375 BB ,Rodentisida
5092,HIT GREEN 14.5 LT,Pestisida Rumah Tangga
5093,GLYPHOSATE 95 TC,Herbisida
5094,AMORA 200 SL,Herbisida
5095,PMD 99 TC,Pestisida Rumah Tangga
5096,PENTA GUN-Z 160 SL,Herbisida
5097,BASTAMET 155 SL,Herbisida
5098,PROPAR 50 EC,Insektisida
5099,MANKOZEB 80 TK,Fungisida
5100,"PESTOR 20,02 EC",Insektisida
5101,PROMORIS 250/5 SL,Herbisida
5102,VAPE MAGIC 1.8 FU,Insektisida
5103,GARLON™ Mix 333/17 EW,Herbisida
5104,AMPANG 240 SL,Herbisida
5105,SHENPHOS 57 TB*,Fumigan
5106,SKIN VAPE 200 SL,Repelen
5107,TIGARODA 0.1 MC,Pestisida Rumah Tangga
5108,INNOMAN ® 14,Bakterisida
5109,TUMAGON PLUS 240 EC,Insektisida
5110,CHLORPYRIFOS 97 TC,Insektisida
5111,Optigard Ant 0.01 RB ,Pestisida Rumah Tangga
5112,SORAX 480 SL,Zat Pengatur Tumbuh Tanaman
5113,INDOXAMYL 5 GR,Insektisida
5114,JOFOS 150 SL,Herbisida
5115,ORTUS 50 SC,Akarisida
5116,COBABOGOR17,Insektisida
5117,GIBSTAR 20 TB,Zat Pengatur Tumbuh Tanaman
5118,SPORGARD WB,Fungisida
5119,VAPE LIQUID e90 LV,Pestisida Rumah Tangga
5120,ATRAZ 600 SC,Herbisida
5121,GARMAK 130/32 SC,Insektisida
5122,VAYEGO 200 SC,Insektisida
5123,LAMTADOR 36/50 EC,Insektisida
5124,OMNI-GUARD 670 EC,Herbisida
5125,MONTANA 230 EC,Insektisida
5126,SPORTIF 505 SL,Insektisida
5127,CATERON 190/50 SC,Insektisida
5128,STROBY 50 WG,Fungisida
5129,CONSENTO 450 SC,Fungisida
5130,GALAXONE 138 SL*,Herbisida
5131,COUNCIL COMPLETE 300 SC,Herbisida
5132,CHLORFENAPYR 98 TC,Insektisida
5133,ADOPT 250 SL,Fungisida
5134,BIOVAR P,Insektisida
5135,PROMOTRIN 60 EC,Herbisida
5136,SULVAN 5 GR,Insektisida
5137,TRIPLELIMA 555 SL,Herbisida
5138,FUTSANIL 50 WP,Fungisida
5139,WK Detrans 5 ME,Pestisida Rumah Tangga
5140,FITOKARB 50 WP,Fungisida
5141,TRIFASTA 75 WP,Fungisida
5142,JENEWA 135 SL*,Herbisida
5143,PIRAKLO 250 EC,Fungisida
5144,ASPRIL 50 SC,Insektisida
5145,HEXAGOLD 75 WP,Fungisida
5146,MEGATHANE 80 WP,Fungisida
5147,KENDAX 400 EC,Insektisida
5148,BROND UP 240 SL,Herbisida
5149,BM GLYMORE 400 SL,Herbisida
5150,TEMPRID 365.4 SC,Pestisida Pengendalian Vektor Penyakit Pada Manusia
5151,TASEN 45 M 80 WP,Fungisida
5152,REVYRIZE 100/250 SC,Fungisida
5153,LAMDA SIHALOTRIN 96 TC,Insektisida
5154,SPRING 80 WP,Fungisida
5155,BIOTERMIKILL 100 EC,Bahan pengawet kayu
5156,AGAFENA 230 EC,Insektisida
5157,MEGAZEB 80 WP,Fungisida
5158,PRONTO 500/50 EC,Insektisida
5159,RUMAT 300/100 SL,Herbisida
5160,VAPE 1.01 AL,Pestisida Rumah Tangga
5161,COSMOS 500 FS,Insektisida
5162,KUDANIL 75 WP,Fungisida
5163,DOLGY 20 WG,Herbisida
5164,MIPCINDO 50 WP,Insektisida
5165,TORI 50 WP,Insektisida
5166,KATHON™ WT Biocide  ,Pestisida lain-lain
5167,GOREX 500 EC,Insektisida
5168,HYVAR 80 WP,Herbisida
5169,SAGRI-PANCA 30/10 WP,Insektisida
5170,PILARMD 250 CS,Insektisida
5171,MIPRO 50 EC,Bahan pengawet kayu
5172,TRAJET 25 EC,Insektisida
5173,SPANNATE 40 SP,Insektisida
5174,ACTICIDE MKS2,Fungisida
5175,GORDON 320 EC,Insektisida
5176,BM DELTA 28 EC,Insektisida
5177,GLYPHOSATE 95 TC,Herbisida
5178,NENGGALA 60/20 WG,Insektisida
5179,AGRISAL WP,Insektisida
5180,CELTA 50 EC,Insektisida
5181,WISATOX 6 GR,Moluskisida
5182,SHENPHOS 57 TB*,Fumigan
5183,ALTRINE 30 EC,Pestisida Pengendalian Vektor Penyakit Pada Manusia
5184,GAYA 550 EC ,Insektisida
5185,INTEGRITY 668 EC,Herbisida
5186,Agrimec 18 EC,Insektisida
5187,TRICYNEX 75 WP,Fungisida
5188,MORTEIN 0.16 AE,Pestisida Rumah Tangga
5189,RAHWANA 500 EC,Insektisida
5190,DOMECTIN 30EC,Insektisida
5191,WINTAG 490 SL,Herbisida
5192,PARADIGM 276 SL,Herbisida
5193,STARPHON 10 PA,Zat Pengatur Tumbuh Tanaman
5194,CORMORAN180 EC,Insektisida
5195,ARGA 400 SC,Fungisida
5196,SAGRI-GREAT 300/50 EC,Insektisida
5197,AUTAN 15 Lt,Repelen
5198,GLUFOSINATE AMMONIUM 95 TC,Herbisida
5199,ORGANTRIN 6 SL,Insektisida
5200,DRONNE 500 EC,Insektisida
5201,BT-MAX WP,Insektisida
5202,RESIK 550 SC,Herbisida
5203,PHOSTEK 56 TB*,Fumigan
5204,BRANTACOL 70 WP,Fungisida
5205,FLYER 240/120 SL,Herbisida
5206,COPCIDE 77 WP,Fungisida
5207,PRUNIT 100 SC,Herbisida
5208,DETRON 300 SC,Insektisida
5209,ARIKU 430 SC,Fungisida
5210,VONDOZEB 80 WP,Fungisida
5211,DEMOLISH 18 EC,Insektisida
5212,Innosei ® MT,Bakterisida
5213,DONKEY 40 WP,Insektisida
5214,NOMOS 0.185AE,Pestisida Rumah Tangga
5215,DENSE PRO 70 WP,Fungisida
5216,"NATULAR 7,48 DT",Pestisida Rumah Tangga
5217,VAPE 0.425 AE,Pestisida Rumah Tangga
5218,ENERZEE 85 WP,Bakterisida
5219,JAGONA 400 SL,Insektisida
5220,PROXEL GL20,Bakterisida
5221,PIN-UP 486 SL,Herbisida
5222,TUPORMIN 865 SL,Herbisida
5223,DKAUREVA 35 WP,Insektisida
5224,VAPE 0.34 AE,Pestisida Rumah Tangga
5225,CONASOL 50 SC,Fungisida
5226,25 BAHAN TEKNIS BARU,Akarisida
5227,METIN 40 SP,Insektisida
5228,BM GLYMORE 33 SP,Herbisida
5229,"FLOTEX 2,5 PA ",Zat Pengatur Tumbuh Tanaman
5230,TERANIL 90 WG,Fungisida
5231,METARIZEP WP,Insektisida
5232,MORTIR 480 SL,Herbisida
5233,SILAMDA 25 EC,Pestisida Pengendalian Vektor Penyakit Pada Manusia
5234,PIRAM 150 SL,Insektisida
5235,OLE-OLE 865 SL,Herbisida
5236,WELCHEM 500 SL,Insektisida
5237,PARAQUAT DICHLORIDE 42 TC,Herbisida
5238,UTHANE 75 WG ,Fungisida
5239,MARSHAL 25 DS,Insektisida
5240,GRAMATOP 280 SL,Herbisida
5241,GARDENER 68 WG,Herbisida
5242,ARYTOP 300 EC,Fungisida
5243,EMACEL PLUS 20/500 EC,Insektisida
5244,VAPE 0.04 MC,Pestisida Rumah Tangga
5245,RILEY 45 SC,Insektisida
5246,SINAKILL 18/32 EC,Insektisida
5247,8ASMIRUMPUT 495 SL,Herbisida
5248,GULMARON 500 SC,Herbisida
5249,PAP-UP 527 SL,Herbisida
5250,TORA 550 SC,Herbisida
5251,TEMEGUARD 1 GR,Pestisida Pengendalian Vektor Penyakit Pada Manusia
5252,CHLORPYRIFOS 97 TC,Insektisida
5253,CLOSEN 125 SC,Fungisida
5254,BETAZOLE 450 SC,Fungisida
5255,TIFLO 80 WG,Fungisida
5256,LABANA 255 SC,Zat Pengatur Tumbuh Tanaman
5257,OXAMYL 42 TK,Insektisida
5258,PARAKUAT DIKLORIDA 42 TC,Herbisida
5259,ALCHER 100 EC,Herbisida
5260,JAXXON 140 SL,Herbisida
5261,DACONIL 720 SC,Fungisida
5262,BERSILALANG 559 SL,Herbisida
5263,WINFLUROXY 288 EC,Herbisida
5264,TRIPAS PLUS 350/150 SC ,Insektisida
5265,CARBOFURAN 75 TK,Insektisida
5266,SIDAJOS 430 EC,Insektisida
5267,MILAMEX 40 SP,Insektisida
5268,AVIORE 250 SC,Fungisida
5269,QUINXONE 300 SL ,Herbisida
5270,VAPE 0.05 MC,Pestisida Rumah Tangga
5271,VENTURA 5 GR,Insektisida
5272,Roundup Hi-Load 509 SL,Herbisida
5273,BIOLON 670 EC,Herbisida
5274,HIT GREEN 3 LT,Pestisida Rumah Tangga
5275,SCUDETO 20 WP,Fungisida
5276,ATRAZIN 97 TC,Herbisida
5277,PARAKUAT DIKLORIDA 42 TC,Herbisida
5278,PIVARON 100 EC,Insektisida
5279,DYNAMITE 510 SL,Insektisida
5280,Solignum Soilguard 80 EW,Bahan pengawet kayu
5281,BM CYPERKIL 50 EC,Insektisida
5282,KRESPHO 54 TC ,Pestisida lain-lain
5283,8ASMIRUMPUT 495 SL,Herbisida
5284,"NORAT 0,005 BB ",Rodentisida
5285,SAGRI-NIL 77 WP,Fungisida
5286,BT-PLUS WP,Insektisida
5287,HIT Mat 0.582 MV,Pestisida Rumah Tangga
5288,SATGAZ 75 WP,Fungisida
5289,INGROFOL 50 WP,Fungisida
5290,ZETVAL 200 EC,Insektisida
5291,PRIMADAN 3 GR,Insektisida
5292,RHANUM 50 WG,Insektisida
5293,JAXXON 140 SL,Herbisida
5294,GARLON 670 EC,Herbisida
5295,FLOXS 36 EC,Insektisida
5296,HIT 0.32 AE,Pestisida Rumah Tangga
5297,ACTICIDE MV,Fungisida
5298,INTERCIDE DBF 10 DOTP,Fungisida
5299,QUINSAT 500 SL,Herbisida
5300,GALAMEKTIN 20 EC,Insektisida
5301,HIPPO 400 SL,Insektisida
5302,FLYTOX 1 P,Pestisida lain-lain
5303,INDOCOZEB 80 WP,Fungisida
5304,VAPE 0.37 AE,Pestisida Rumah Tangga
5305,MIDAS 250 EC,Zat Pengatur Tumbuh Tanaman
5306,CARBOTER 3 GR,Insektisida
5307,RONDA PLUS 360/5 SL,Herbisida
5308,DIURON 97 TC,Herbisida
5309,GLUFOSINATE-AMMONIUM 95 TC,Herbisida
5310,VIVO 100 EC,Insektisida
5311,CLIPPER 25 OD,Herbisida
5312,CHLORMITE 400 EC,Insektisida
5313,PROPAR 50 EC,Insektisida
5314,INDOFUM 99 GA,Fumigan
5315,MP AMYTRIN,Insektisida
5316,Emma 22 EC,Insektisida
5317,ROUNDUP TRANSORB 440SL,Herbisida
5318,Gokilaht-S 50 EC,Pestisida Pengendalian Vektor Penyakit Pada Manusia
5319,Kocide 54 WG,Fungisida
5320,SATYAPRO 288 SL*,Herbisida
5321,LANDEP 450 SL,Insektisida
5322,PYRATOP 481 SL,Herbisida
5323,REXDAN 3 GR,Insektisida
5324,SAAF 75 WP ,Fungisida
5325,MICROCARE PE,Bakterisida
5326,BESTNOID GOLD 70 WP,Moluskisida
5327,HIT 1.4 AE,Pestisida Rumah Tangga
5328,KLORPIRIFOS 97 TC,Insektisida
5329,WINNERPLUS 200/125 SC,Fungisida
5330,PROTRIN 250 EC,Insektisida
5331,TERRCO 200 SL,Bahan pengawet kayu
5332,CHLOROTHALONIL 98 TC,Fungisida
5333,METRA UP 480 SL,Herbisida
5334,BIOBAN™ BP-PLUS Preservative,Pestisida lain-lain
5335,BENTIN 10 WP,Insektisida
5336,VICENZA 580/50 SC,Herbisida
5337,GARLON 306 EC,Herbisida
5338,BIOFURON 20 WG,Herbisida
5339,FREE KICK 100/20 SC,Insektisida
5340,VENTURA 5 GR,Insektisida
5341,STARUP 486 SL,Herbisida
5342,BUDOKA 25 WP,Insektisida
5343,GANDEWA 550 SC,Herbisida
5344,AGRIMECTIN 18 EC,Insektisida
5345,RAPIDZONE 20 WG,Herbisida
5346,STARMEK 18 EC,Insektisida
5347,RODIKA 0.01 SL,Zat Pengatur Tumbuh Tanaman
5348,ARAGON 36 EC,Insektisida
5349,ASETOR 250 EC,Fungisida
5350,MATROS 18 EC,Insektisida
5351,GULL 240 EC,Herbisida
5352,FASTRIN 100 EC,Insektisida
5353,PLIWIS 525 EC,Insektisida
5354,AMEXONE 500 SC,Herbisida
5355,AMQUAT 135 SL*,Herbisida
5356,ICON 100 CS ,Pestisida Pengendalian Vektor Penyakit Pada Manusia
5357,ATTIC 18 EC,Insektisida
5358,STARLET 400 SL,Insektisida
5359,ADVION COCKROACH 0.6 RB,Pestisida Rumah Tangga
5360,MSBROM 98 GA*,Pestisida lain-lain
5361,BAZOKA 80 WP ,Fungisida
5362,KRONOL 300 EC,Insektisida
5363,E-BENZOOT 50 EC,Insektisida
5364,SINARTOP 280 SL*,Herbisida
5365,AKROSTAR 40 WP,Fungisida
5366,PUMA 160 SL,Herbisida
5367,Vertibak 60 SP,Fungisida
5368,MANTRA 80 WP,Fungisida
5369,PERMETHRIN 92 TC,Insektisida
5370,SOREXIN 20 WP,Herbisida
5371,FIRETOP 520 EC,Herbisida
5372,BLASTGONE 75 WP,Fungisida
5373,BASCYPER 250 EC,Insektisida
5374,RUFINO 500 SL,Insektisida
5375,PROQUAT 276 SL,Herbisida
5376,TALONIL 350 EC,Insektisida
5377,TIGARODA 0.05 MC ,Pestisida Rumah Tangga
5378,CYPRONEX 440 EC,Insektisida
5379,NARATOP 135 SL*,Herbisida
5380,KASTRO-77 250 EC,Fungisida
5381,METIN 40 SP,Insektisida
5382,DIORIFT 40/20 WG,Insektisida
5383,SUGITECH 80 SL,Insektisida
5384,PUSAKA 660 EC,Insektisida
5385,LAE-UP 490 SL,Herbisida
5386,RODELTA 50 EC,Insektisida
5387,Qiunil 75 WP,Fungisida
5388,TRAFO 290 SL,Insektisida
5389,SAFE GOLD 63/12 WP,Fungisida
5390,LUXIPRO 750 EC,Herbisida
5391,FLUMIOKSAZIN 98 TC,Herbisida
5392,NARADOR 30 WP,Insektisida
5393,NITENPYRAM 97 TC,Insektisida
5394,STARELLE 660 EC,Insektisida
5395,FENTIN ACETATE 95 TC,Moluskisida
5396,BENZA,Herbisida
5397,MAITOP 138 SL*,Herbisida
5398,MAC LAMPIR 300 EC,Insektisida
5399,ROCIMA™ 623 Microbicide,Pestisida lain-lain
5400,PROKLORAZ MANGAN KLORIDA 96 TC ,Fungisida
5401,DENNIS 75 WP,Fungisida
5402,SURPASS 200 EC,Herbisida
5403,TRITHANE 80 WP,Fungisida
5404,MC ERROL 15 WP,Zat Pengatur Tumbuh Tanaman
5405,BESTNOID-X 60 WP,Moluskisida
5406,Proxel 106,Bakterisida
5407,BLOCK UP 480 SL,Herbisida
